system,reason,carrier,code_type,candidates,facility,hospital_slug
NYU Langone,tic_exempt_product,UnitedHealthcare,CPT,132864,,nyu-langone-health
NYU Langone,tic_exempt_product,UnitedHealthcare,HCPCS,3564,,nyu-langone-health
NYU Langone,tic_exempt_product,WellCare,CPT,21184,,nyu-langone-health
NYU Langone,tic_exempt_product,WellCare,HCPCS,620,,nyu-langone-health
NYU Langone,tic_exempt_product,amida,CPT,16965,,nyu-langone-health
NYU Langone,tic_exempt_product,amida,HCPCS,345,,nyu-langone-health
NYU Langone,tic_exempt_product,centerlight,CPT,31776,,nyu-langone-health
NYU Langone,tic_exempt_product,centerlight,HCPCS,930,,nyu-langone-health
NYU Langone,tic_exempt_product,hamaspik,CPT,19547,,nyu-langone-health
NYU Langone,tic_exempt_product,hamaspik,HCPCS,682,,nyu-langone-health
NYU Langone,tic_exempt_product,healthplus,CPT,136032,,nyu-langone-health
NYU Langone,tic_exempt_product,healthplus,HCPCS,2576,,nyu-langone-health
NYU Langone,tic_exempt_product,somos,CPT,309960,,nyu-langone-health
NYU Langone,tic_exempt_product,somos,HCPCS,8232,,nyu-langone-health
Northwell,different_billing_class,Aetna,CPT,1923,,northwell-health
Northwell,different_billing_class,Aetna,HCPCS,12100,,northwell-health
Northwell,different_billing_class,Anthem / Empire BCBS,CPT,156128,,northwell-health
Northwell,different_billing_class,Anthem / Empire BCBS,HCPCS,192856,,northwell-health
Northwell,different_billing_class,Cigna,CPT,25594,,northwell-health
Northwell,different_billing_class,Cigna,HCPCS,19207,,northwell-health
Northwell,different_billing_class,UnitedHealthcare,CPT,58740,,northwell-health
Northwell,different_billing_class,UnitedHealthcare,HCPCS,11380,,northwell-health
Northwell,incompatible_methodology,EmblemHealth,CPT,9384,,northwell-health
Northwell,incompatible_methodology,EmblemHealth,HCPCS,501,,northwell-health
Northwell,incompatible_methodology,EmblemHealth,MS-DRG,834,,northwell-health
Northwell,mixed_rate_kind,Aetna,CPT,288,,northwell-health
Northwell,mixed_rate_kind,Aetna,HCPCS,6137,,northwell-health
Northwell,mixed_rate_kind,Cigna,CPT,792,,northwell-health
Northwell,mixed_rate_kind,Cigna,HCPCS,546,,northwell-health
Northwell,mixed_rate_kind,EmblemHealth,HCPCS,18,,northwell-health
Northwell,no payer-side counterpart,Aetna,CPT,606,,northwell-health
Northwell,no payer-side counterpart,Aetna,HCPCS,857,,northwell-health
Northwell,no payer-side counterpart,Aetna,MS-DRG,4549,,northwell-health
Northwell,no payer-side counterpart,Anthem / Empire BCBS,CPT,2975,,northwell-health
Northwell,no payer-side counterpart,Anthem / Empire BCBS,HCPCS,7760,,northwell-health
Northwell,no payer-side counterpart,Anthem / Empire BCBS,MS-DRG,104299,,northwell-health
Northwell,no payer-side counterpart,CDPHP,HCPCS,25833,,northwell-health
Northwell,no payer-side counterpart,CDPHP,MS-DRG,2391,,northwell-health
Northwell,no payer-side counterpart,Cigna,CPT,1563,,northwell-health
Northwell,no payer-side counterpart,Cigna,HCPCS,4818,,northwell-health
Northwell,no payer-side counterpart,Cigna,MS-DRG,3615,,northwell-health
Northwell,no payer-side counterpart,EmblemHealth,CPT,166736,,northwell-health
Northwell,no payer-side counterpart,EmblemHealth,HCPCS,18927,,northwell-health
Northwell,no payer-side counterpart,EmblemHealth,MS-DRG,12113,,northwell-health
Northwell,no payer-side counterpart,Fidelis Care,CPT,20995,,northwell-health
Northwell,no payer-side counterpart,Fidelis Care,MS-DRG,12818,,northwell-health
Northwell,no payer-side counterpart,Healthfirst,CPT,44696,,northwell-health
Northwell,no payer-side counterpart,MVP Health Care,CPT,21947,,northwell-health
Northwell,no payer-side counterpart,MVP Health Care,HCPCS,25495,,northwell-health
Northwell,no payer-side counterpart,MVP Health Care,MS-DRG,4570,,northwell-health
Northwell,no payer-side counterpart,MagnaCare,CPT,45568,,northwell-health
Northwell,no payer-side counterpart,MagnaCare,HCPCS,1737,,northwell-health
Northwell,no payer-side counterpart,MagnaCare,MS-DRG,23374,,northwell-health
Northwell,no payer-side counterpart,MetroPlus,CPT,19684,,northwell-health
Northwell,no payer-side counterpart,MetroPlus,MS-DRG,12682,,northwell-health
Northwell,no payer-side counterpart,UnitedHealthcare,CPT,2652,,northwell-health
Northwell,no payer-side counterpart,UnitedHealthcare,HCPCS,1367,,northwell-health
Northwell,no payer-side counterpart,UnitedHealthcare,MS-DRG,80839,,northwell-health
Northwell,no payer-side counterpart,centivo,HCPCS,28134,,northwell-health
Northwell,no payer-side counterpart,centivo,MS-DRG,3850,,northwell-health
Northwell,no payer-side counterpart,connecticare,HCPCS,86260,,northwell-health
Northwell,no payer-side counterpart,connecticare,MS-DRG,4528,,northwell-health
Northwell,no payer-side counterpart,local,CPT,22722,,northwell-health
Northwell,no payer-side counterpart,local,MS-DRG,7540,,northwell-health
Northwell,no payer-side counterpart,northwell direct,CPT,22678,,northwell-health
Northwell,no payer-side counterpart,northwell direct,MS-DRG,12818,,northwell-health
Northwell,tic_exempt_product,Aetna,CPT,19686,,northwell-health
Northwell,tic_exempt_product,Aetna,HCPCS,67836,,northwell-health
Northwell,tic_exempt_product,Aetna,MS-DRG,18208,,northwell-health
Northwell,tic_exempt_product,Affinity,CPT,64294,,northwell-health
Northwell,tic_exempt_product,Anthem / Empire BCBS,CPT,39372,,northwell-health
Northwell,tic_exempt_product,Anthem / Empire BCBS,MS-DRG,32566,,northwell-health
Northwell,tic_exempt_product,CDPHP,MS-DRG,2310,,northwell-health
Northwell,tic_exempt_product,Cigna,HCPCS,29990,,northwell-health
Northwell,tic_exempt_product,Cigna,MS-DRG,5390,,northwell-health
Northwell,tic_exempt_product,EmblemHealth,CPT,126114,,northwell-health
Northwell,tic_exempt_product,EmblemHealth,MS-DRG,40764,,northwell-health
Northwell,tic_exempt_product,Fidelis Care,CPT,108916,,northwell-health
Northwell,tic_exempt_product,Fidelis Care,MS-DRG,15898,,northwell-health
Northwell,tic_exempt_product,Healthfirst,CPT,108902,,northwell-health
Northwell,tic_exempt_product,Healthfirst,MS-DRG,12818,,northwell-health
Northwell,tic_exempt_product,Humana,CPT,19686,,northwell-health
Northwell,tic_exempt_product,Humana,HCPCS,28148,,northwell-health
Northwell,tic_exempt_product,Humana,MS-DRG,15128,,northwell-health
Northwell,tic_exempt_product,MVP Health Care,MS-DRG,3080,,northwell-health
Northwell,tic_exempt_product,MetroPlus,CPT,83978,,northwell-health
Northwell,tic_exempt_product,MetroPlus,MS-DRG,25636,,northwell-health
Northwell,tic_exempt_product,UnitedHealthcare,CPT,106380,,northwell-health
Northwell,tic_exempt_product,UnitedHealthcare,MS-DRG,34876,,northwell-health
Northwell,tic_exempt_product,WellCare,CPT,19686,,northwell-health
Northwell,tic_exempt_product,WellCare,HCPCS,29990,,northwell-health
Northwell,tic_exempt_product,WellCare,MS-DRG,18208,,northwell-health
Northwell,tic_exempt_product,advantage plus network,HCPCS,29990,,northwell-health
Northwell,tic_exempt_product,advantage plus network,MS-DRG,2310,,northwell-health
Northwell,tic_exempt_product,connecticare,MS-DRG,3080,,northwell-health
Northwell,tic_exempt_product,healthplus,CPT,86632,,northwell-health
Northwell,tic_exempt_product,healthplus,MS-DRG,12818,,northwell-health
Northwell,tic_exempt_product,optumcare network,MS-DRG,2310,,northwell-health
WMC,incompatible_methodology,Anthem / Empire BCBS,MS-DRG,639,,westchester-medical-center-health-network
WMC,incompatible_methodology,EmblemHealth,MS-DRG,115,,westchester-medical-center-health-network
WMC,no payer-side counterpart,Aetna,MS-DRG,1018,,westchester-medical-center-health-network
WMC,no payer-side counterpart,Anthem / Empire BCBS,MS-DRG,2380,,westchester-medical-center-health-network
WMC,no payer-side counterpart,CDPHP,MS-DRG,3025,,westchester-medical-center-health-network
WMC,no payer-side counterpart,Cigna,MS-DRG,286,,westchester-medical-center-health-network
WMC,no payer-side counterpart,EmblemHealth,MS-DRG,1190,,westchester-medical-center-health-network
WMC,no payer-side counterpart,Fidelis Care,MS-DRG,1528,,westchester-medical-center-health-network
WMC,no payer-side counterpart,MVP Health Care,MS-DRG,10542,,westchester-medical-center-health-network
WMC,no payer-side counterpart,MagnaCare,MS-DRG,6822,,westchester-medical-center-health-network
WMC,no payer-side counterpart,MultiPlan,MS-DRG,165,,westchester-medical-center-health-network
WMC,no payer-side counterpart,UnitedHealthcare,MS-DRG,17443,,westchester-medical-center-health-network
WMC,no payer-side counterpart,beacon commercial,MS-DRG,18,,westchester-medical-center-health-network
WMC,no payer-side counterpart,beacon exchange,MS-DRG,6,,westchester-medical-center-health-network
WMC,no payer-side counterpart,first health,MS-DRG,3072,,westchester-medical-center-health-network
WMC,no payer-side counterpart,geisinger health commercial exchange,MS-DRG,2292,,westchester-medical-center-health-network
WMC,no payer-side counterpart,todays options,MS-DRG,1519,,westchester-medical-center-health-network
WMC,no payer-side counterpart,value options non hmo,MS-DRG,766,,westchester-medical-center-health-network
WMC,no payer-side counterpart,world trade center fdny,MS-DRG,2298,,westchester-medical-center-health-network
WMC,no payer-side counterpart,world trade center other,MS-DRG,2298,,westchester-medical-center-health-network
WMC,tic_exempt_product,Affinity,MS-DRG,4586,,westchester-medical-center-health-network
WMC,tic_exempt_product,Anthem / Empire BCBS,MS-DRG,3058,,westchester-medical-center-health-network
WMC,tic_exempt_product,Excellus BCBS,MS-DRG,766,,westchester-medical-center-health-network
WMC,tic_exempt_product,Healthfirst,MS-DRG,3058,,westchester-medical-center-health-network
WMC,tic_exempt_product,MVP Health Care,MS-DRG,5350,,westchester-medical-center-health-network
WMC,tic_exempt_product,MagnaCare,MS-DRG,766,,westchester-medical-center-health-network
WMC,tic_exempt_product,Medicare,MS-DRG,35172,,westchester-medical-center-health-network
WMC,tic_exempt_product,WellCare,MS-DRG,2294,,westchester-medical-center-health-network
White Plains,different_billing_class,Aetna,CPT,16,White Plains Hospital,white-plains-hospital
White Plains,different_billing_class,Anthem / Empire BCBS,CPT,5,White Plains Hospital,white-plains-hospital
White Plains,different_billing_class,Cigna,CPT,11064,White Plains Hospital,white-plains-hospital
White Plains,different_billing_class,Cigna,HCPCS,2,White Plains Hospital,white-plains-hospital
White Plains,different_billing_class,UnitedHealthcare,CPT,2442,White Plains Hospital,white-plains-hospital
White Plains,different_billing_class,UnitedHealthcare,HCPCS,99,White Plains Hospital,white-plains-hospital
White Plains,incompatible_methodology,Aetna,CPT,48,White Plains Hospital,white-plains-hospital
White Plains,incompatible_methodology,Aetna,HCPCS,6,White Plains Hospital,white-plains-hospital
White Plains,incompatible_methodology,Anthem / Empire BCBS,CPT,2055,White Plains Hospital,white-plains-hospital
White Plains,incompatible_methodology,Anthem / Empire BCBS,HCPCS,25,White Plains Hospital,white-plains-hospital
White Plains,incompatible_methodology,Anthem / Empire BCBS,MS-DRG,102,White Plains Hospital,white-plains-hospital
White Plains,incompatible_methodology,EmblemHealth,MS-DRG,17,White Plains Hospital,white-plains-hospital
White Plains,incompatible_methodology,UnitedHealthcare,CPT,3,White Plains Hospital,white-plains-hospital
White Plains,mixed_rate_kind,Aetna,CPT,78,White Plains Hospital,white-plains-hospital
White Plains,mixed_rate_kind,Aetna,HCPCS,4,White Plains Hospital,white-plains-hospital
White Plains,mixed_rate_kind,Anthem / Empire BCBS,CPT,30,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Aetna,CPT,3936,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Aetna,HCPCS,298,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Aetna,MS-DRG,182,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Anthem / Empire BCBS,CPT,81,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Anthem / Empire BCBS,HCPCS,80,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Anthem / Empire BCBS,MS-DRG,1434,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Cigna,CPT,757,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Cigna,HCPCS,540,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Cigna,MS-DRG,188,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,EmblemHealth,CPT,780,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,EmblemHealth,HCPCS,1530,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,EmblemHealth,MS-DRG,182,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Fidelis Care,CPT,3246,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Fidelis Care,HCPCS,303,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Healthfirst,CPT,3246,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,Healthfirst,HCPCS,303,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,MVP Health Care,CPT,639,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,MVP Health Care,HCPCS,302,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,UnitedHealthcare,CPT,120,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,UnitedHealthcare,HCPCS,324,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,UnitedHealthcare,MS-DRG,2288,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,WellCare,CPT,1326,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,WellCare,HCPCS,608,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,american postal workers,CPT,225,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,american postal workers,HCPCS,485,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,american postal workers,MS-DRG,764,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,centivo,CPT,867,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,centivo,HCPCS,136,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,centivo,MS-DRG,748,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,northwell,CPT,4766,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,northwell,HCPCS,53,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,northwell,MS-DRG,748,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,oscar,CPT,6787,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,oscar,HCPCS,90,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,oscar,MS-DRG,746,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,partners,CPT,5891,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,partners,HCPCS,1164,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,partners,MS-DRG,768,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,point comfort,CPT,5891,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,point comfort,HCPCS,1164,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,point comfort,MS-DRG,768,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,veterans affair,CPT,5891,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,veterans affair,HCPCS,1164,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,veterans affair,MS-DRG,768,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,vnsny select health,CPT,1590,White Plains Hospital,white-plains-hospital
White Plains,no payer-side counterpart,vnsny select health,HCPCS,303,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Aetna,CPT,5891,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Aetna,HCPCS,1164,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Aetna,MS-DRG,768,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Affinity,CPT,14338,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Affinity,HCPCS,3536,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Affinity,MS-DRG,1536,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Anthem / Empire BCBS,CPT,8515,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Anthem / Empire BCBS,HCPCS,2464,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Anthem / Empire BCBS,MS-DRG,768,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,EmblemHealth,CPT,11782,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,EmblemHealth,HCPCS,2072,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Fidelis Care,CPT,18875,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Fidelis Care,HCPCS,2376,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Fidelis Care,MS-DRG,768,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Healthfirst,CPT,18046,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Healthfirst,HCPCS,2129,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Humana,CPT,5891,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Humana,HCPCS,1164,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,MVP Health Care,CPT,2503,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,MVP Health Care,HCPCS,1261,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Medicaid,CPT,1590,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,Medicaid,HCPCS,303,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,UnitedHealthcare,CPT,7169,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,UnitedHealthcare,HCPCS,1768,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,UnitedHealthcare,MS-DRG,768,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,WellCare,CPT,6955,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,WellCare,HCPCS,1772,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,WellCare,MS-DRG,768,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,centerlight,CPT,11246,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,centerlight,HCPCS,2327,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,centerlight,MS-DRG,1536,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,elderplan,CPT,5610,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,elderplan,HCPCS,1163,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,elderplan,MS-DRG,768,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,hamaspik,CPT,7780,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,hamaspik,HCPCS,2120,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,longevity,CPT,5891,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,longevity,HCPCS,1164,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,longevity,MS-DRG,768,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,villagecaremax,CPT,5891,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,villagecaremax,HCPCS,1164,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,villagecaremax,MS-DRG,768,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,vnsny choice,CPT,5891,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,vnsny choice,HCPCS,1466,White Plains Hospital,white-plains-hospital
White Plains,tic_exempt_product,vnsny choice,MS-DRG,762,White Plains Hospital,white-plains-hospital
White Plains,zero_rate,EmblemHealth,CPT,19900,White Plains Hospital,white-plains-hospital
White Plains,zero_rate,EmblemHealth,HCPCS,367,White Plains Hospital,white-plains-hospital
