system,facility,carrier,code,code_type,setting,billing_class,hospital_plan,payer_plan,hospital_rate,payer_rate,difference,ratio,relative_difference,is_implausible,hospital_vintage,payer_vintage,notes,payer_min,payer_max,payer_count,inside_payer_range,hospital_slug
White Plains,White Plains Hospital,Cigna,750,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,36874.54,46890.59,10016.049999999996,1.2716250833230731,0.27162508332307317,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,42201.98,46890.59,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,769,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,39734.14,53690.02,13955.879999999997,1.3512314598982134,0.3512314598982134,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,48321.52,53690.02,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,783,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,52673.83,78005.89,25332.059999999998,1.4809230693875877,0.48092306938758766,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,70206.04,78005.89,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,801,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,46946.05,60651.48,13705.43,1.2919400034720705,0.2919400034720706,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,54586.9,60651.48,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,802,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,102505.22,126586.81,24081.589999999997,1.2349303772042048,0.2349303772042048,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,113929.32,126586.81,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,804,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,31612.88,43084.19,11471.310000000001,1.3628682359848265,0.3628682359848265,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,38776.18,43084.19,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,824,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,62891.18,71984.91,9093.730000000003,1.1445946792539112,0.14459467925391134,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,64787.1,71984.91,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,829,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,88178.63,100402.68,12224.049999999988,1.138628259477381,0.13862825947738117,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,90363.36,100402.68,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,843,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,54135.09,63380.78,9245.690000000002,1.170789223773342,0.17078922377334188,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,57043.3,63380.78,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,883,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,53085.61,62475.25,9389.64,1.1768773119495095,0.17687731194950948,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,56228.31,62475.25,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,886,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,51369.85,65938.51,14568.659999999996,1.2836033198461743,0.2836033198461743,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,59345.28,65938.51,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,928,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,190978.39,227898.2,36919.81,1.193319306964521,0.19331930696452093,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,205110.53,227898.2,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,934,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,61358.44,70237.39,8878.949999999997,1.1447062539399633,0.14470625393996323,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,63214.32,70237.39,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,939,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,90757.98,115288.33,24530.350000000006,1.2702831200077394,0.27028312000773935,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,103760.59,115288.33,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,940,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,60374.73,74250.32,13875.590000000004,1.2298244646394279,0.22982446463942785,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,66825.99,74250.32,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,941,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,55882.3,64426.11,8543.809999999998,1.1528893764215145,0.15288937642151446,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,57984.11,64426.11,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,957,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,213431.97,242107.08,28675.109999999986,1.134352459006024,0.1343524590060242,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,217898.66,242107.08,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,958,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,117515.26,133888.24,16372.979999999996,1.13932641599057,0.13932641599057005,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,120500.68,133888.24,3,False,white-plains-hospital
White Plains,White Plains Hospital,Cigna,959,MS-DRG,inpatient,,LocalPlus,LocalPlus; NationalOAP; NationalPPO,75599.25,93542.89,17943.64,1.2373520901331694,0.2373520901331693,False,4/1/2026,2026-08-01,hospital billing class unstated; assumed facility because this system publishes no professional rates,84189.48,93542.89,3,False,white-plains-hospital
